"","gameId","playId","blockPlayer","rushPlayer","defWin","defHit","defHurry","defSack"
"1",2021090900,97,40151,44955,0,0,0,0
"2",2021090900,97,42377,42403,0,0,1,0
"3",2021090900,97,42404,44955,0,0,0,0
"4",2021090900,97,46163,53441,0,0,1,0
"5",2021090900,97,52421,53441,0,0,1,0
"6",2021090900,137,37082,35454,0,0,0,0
"7",2021090900,137,42654,40074,0,0,0,0
"8",2021090900,137,46119,35441,0,0,0,0
"9",2021090900,137,47873,46081,0,0,0,0
"10",2021090900,137,52554,35441,0,0,0,0
"11",2021090900,187,37082,35454,0,0,0,0
"12",2021090900,187,42654,35441,0,0,0,0
"13",2021090900,187,46119,46081,0,0,0,0
"14",2021090900,187,47873,35441,0,0,0,0
"15",2021090900,187,52554,46081,0,0,0,0
"16",2021090900,282,37082,34777,0,0,0,0
"17",2021090900,282,42654,40074,0,0,0,0
"18",2021090900,282,45532,46132,0,0,0,0
"19",2021090900,282,46119,34777,0,0,0,0
"20",2021090900,282,46206,41915,0,0,0,0
"21",2021090900,282,47873,40074,0,0,0,0
"22",2021090900,282,52554,42560,0,0,0,0
"23",2021090900,349,37082,46081,0,0,0,0
"24",2021090900,349,42654,35441,0,0,0,0
"25",2021090900,349,43293,38588,0,1,0,0
"26",2021090900,349,46119,35454,0,0,0,0
"27",2021090900,349,47873,41915,0,0,0,0
"28",2021090900,349,52554,35454,0,0,0,0
"29",2021090900,410,40151,53504,0,0,0,0
"30",2021090900,410,42377,53441,0,0,0,0
"31",2021090900,410,42404,42403,0,0,0,0
"32",2021090900,410,46163,44955,0,0,0,0
"33",2021090900,410,52421,41263,0,0,0,0
"34",2021090900,434,40151,NA,0,0,0,0
"35",2021090900,434,42377,42403,0,0,0,0
"36",2021090900,434,42404,53504,0,0,0,0
"37",2021090900,434,44816,53441,0,0,0,0
"38",2021090900,434,46163,44955,0,0,0,0
"39",2021090900,434,52421,41263,0,0,0,0
"40",2021090900,456,40151,41263,0,0,0,0
"41",2021090900,456,42377,42403,0,0,0,0
"42",2021090900,456,42404,53504,0,0,0,0
"43",2021090900,456,46163,44955,0,0,0,0
"44",2021090900,456,52421,41263,0,0,0,0
"45",2021090900,480,40151,41363,0,0,0,0
"46",2021090900,480,42377,46185,0,0,0,0
"47",2021090900,480,42404,53621,0,0,0,0
"48",2021090900,480,46163,41363,0,0,0,0
"49",2021090900,480,52421,44892,0,0,0,0
"50",2021090900,509,40151,41363,0,0,0,0
"51",2021090900,509,42377,46185,0,0,0,0
"52",2021090900,509,42404,53621,0,0,0,0
"53",2021090900,509,46163,41363,0,0,0,0
"54",2021090900,509,52421,44892,0,0,0,0
"55",2021090900,559,40151,41263,0,0,0,0
"56",2021090900,559,42377,42403,1,0,0,0
"57",2021090900,559,42404,53504,1,0,0,0
"58",2021090900,559,46163,44955,0,0,0,0
"59",2021090900,559,52421,41263,0,0,0,0
"60",2021090900,583,35481,41263,0,0,0,0
"61",2021090900,583,40151,44955,0,0,0,0
"62",2021090900,583,42377,42403,0,0,0,0
"63",2021090900,583,42404,41263,0,0,0,0
"64",2021090900,583,44816,41263,0,0,0,0
"65",2021090900,583,46163,41363,0,0,0,0
"66",2021090900,583,52421,41363,0,0,0,0
"67",2021090900,687,37082,35454,0,0,0,0
"68",2021090900,687,42654,41915,0,0,0,0
"69",2021090900,687,46119,35441,0,0,0,0
"70",2021090900,687,47873,46081,1,0,0,0
"71",2021090900,687,52554,35441,0,0,1,0
"72",2021090900,735,37082,35441,0,0,0,0
"73",2021090900,735,42654,46081,0,0,0,0
"74",2021090900,735,46119,35441,0,0,0,0
"75",2021090900,735,47873,35454,0,0,0,0
"76",2021090900,735,52425,NA,0,0,0,0
"77",2021090900,735,52554,46081,0,0,0,0
"78",2021090900,764,37082,35454,0,0,0,0
"79",2021090900,764,42654,34777,0,0,0,0
"80",2021090900,764,46119,NA,0,0,0,0
"81",2021090900,764,47873,46081,0,0,0,0
"82",2021090900,764,52554,46081,0,0,0,0
"83",2021090900,788,37082,35454,0,0,0,0
"84",2021090900,788,42654,53461,1,0,0,0
"85",2021090900,788,46119,40074,0,0,0,0
"86",2021090900,788,47873,34777,0,0,0,0
"87",2021090900,788,52554,42560,0,1,0,0
"88",2021090900,869,35481,44892,0,0,0,0
"89",2021090900,869,40151,53621,0,0,0,0
"90",2021090900,869,42377,53441,0,0,0,0
"91",2021090900,869,42404,46185,0,0,0,0
"92",2021090900,869,46163,53621,0,0,0,0
"93",2021090900,869,52421,41363,0,0,0,0
"94",2021090900,925,40151,41363,0,0,0,0
"95",2021090900,925,42377,46185,0,0,1,0
"96",2021090900,925,42404,53621,0,0,0,0
"97",2021090900,925,46163,41363,0,0,0,0
"98",2021090900,925,52421,44892,0,0,0,0
"99",2021090900,947,40151,46185,0,0,0,0
"100",2021090900,947,42377,53504,0,0,0,0
"101",2021090900,947,42404,53504,0,0,0,0
"102",2021090900,947,46163,46185,0,0,0,0
"103",2021090900,947,52421,41263,0,0,0,0
"104",2021090900,1078,37082,35454,0,0,0,0
"105",2021090900,1078,42654,41915,0,0,0,0
"106",2021090900,1078,46119,34777,0,0,0,0
"107",2021090900,1078,47873,42560,0,0,0,0
"108",2021090900,1078,52554,42560,0,0,0,0
"109",2021090900,1203,40151,53504,0,0,0,0
"110",2021090900,1203,42377,42403,0,0,0,0
"111",2021090900,1203,42404,42403,0,0,0,0
"112",2021090900,1203,46163,44955,0,0,0,0
"113",2021090900,1203,52421,NA,0,0,0,0
"114",2021090900,1227,40151,44955,0,0,0,0
"115",2021090900,1227,42377,42403,0,0,0,0
"116",2021090900,1227,42404,53504,0,0,0,0
"117",2021090900,1227,46163,44955,0,0,0,0
"118",2021090900,1227,52421,41263,0,0,0,0
"119",2021090900,1267,40151,53621,0,0,0,0
"120",2021090900,1267,42377,52587,0,0,0,0
"121",2021090900,1267,42404,53621,0,0,0,0
"122",2021090900,1267,44831,52587,0,0,0,0
"123",2021090900,1267,46163,41363,0,0,0,0
"124",2021090900,1267,52421,44892,0,0,0,0
"125",2021090900,1312,40151,53621,0,0,0,0
"126",2021090900,1312,42377,52587,0,0,0,0
"127",2021090900,1312,42404,53621,0,0,0,0
"128",2021090900,1312,46163,43323,0,0,0,0
"129",2021090900,1312,52421,41363,0,0,0,0
"130",2021090900,1368,37082,35441,0,0,0,0
"131",2021090900,1368,42654,35454,0,0,0,0
